"Number","Material Description (Name)","Number (Relationships.Formulation.Title Block)","SBU Category (Relationships.Formulation.Formulation Attributes)","Dossier Type (Relationships.Formulation.Formulation Attributes)","Lifecycle Phase (Relationships.Formulation.Title Block)","Lifecycle Phase","Triangulated (Page Two)","Marketed Countries (Page Three)","Country lead cluster","Region","Primary Pack Type (Page Three)","FG Pack Size (Page Three)","FG Pack Size UoM (Page Three)","Created on (Page Two)","Year created","Repack","SBU Category","Brand","UI","UI Description","Galenical form","Volume 4","Volume 3","Volume 2","Class of goods","Primary Pack Type (Page Three)","FG Pack Size (Page Three)","FG Pack Size UoM (Page Three)","Roman Number","Low performer","Samples","Galenical form","Combipack (Page Three)"
"87489469","Actron 400mg CAPS BLI 10 CL","1601233","Analgesics","Pharma","Active","Active","Yes","Chile [CL]","Chile","LATAM","Blister","10","Piece [PCE]","06/05/2020 02:58:47 PM CEST","2020","NO","Analgesics","ACTRON","1601233","ACTRON  400 mg Soft Gelatine Capsules","Solid|Capsule|Soft Gelatine Capsules","  381 ","  574 ","  450 ","SG (Sales Goods)","Blister","10","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"87369617","Kit GinoCanesten Calm SOLU BT 2x100ml BR","1600803","Dermatology","Cosmetic","Active","Active","No","Brazil [BR]","Brazil","LATAM","Bottle","200","Millilitre [ML]","04/02/2020 07:10:18 PM CEST","2020","YES","Dermatology","HYDRALIN","1600803","HYDRALIN Gyn Solution Canescalm Soothing Wash","Liquid|Cutaneous Solution","  82 ","  76 ","  71 ","SG (Sales Goods)","Bottle","200","Millilitre [ML]","IX","","NO","Liquid|Cutaneous Solution","No"
"87384489","Redoxon 500mg TABL BT 30 BR","1600041","Nutritionals","Food;Pharma","Active","Active","Yes","Brazil [BR]","Brazil","LATAM","Bottle","30","Piece [PCE]","05/11/2020 11:09:41 AM CEST","2020","NO","Nutritionals","REDOXON","1600041","REDOXON Oral 500 mg Plain Tablet","Solid|Tablet|Plain","  223 ","  345 ","  330 ","SG (Sales Goods)","Bottle","30","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"88615018","Clarityne 10mg TABL BLI 30 CEA","1611958","Allergy","Pharma","Active","Active","Yes","Antigua and Barbuda [AG];Aruba [AW];Bahamas [BS];Barbados [BB];Cayman Islands [KY];Curaçao [CW];Jamaica [JM];Sint Maarten [SX];Trinidad and Tobago [TT]","Centro / Caribe","LATAM","Blister","30","Piece [PCE]","05/18/2020 02:03:17 PM CEST","2020","NO","Allergy","CLARITIN","1611958","CLARITIN 10 mg Plain tablets","Solid|Tablet|Plain","  28 ","  22 ","  9 ","SG (Sales Goods)","Blister","30","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"87214095","Redoxon Total TAEF 30 x24 Supermarket PE","1611555","Nutritionals","Food;Pharma","Active","Active","No","Peru [PE]","Peru","LATAM","Folding box/Carton","24","Piece [PCE]","03/05/2020 12:39:58 AM CET","2020","YES","Nutritionals","REDOXON","1611555","REDOXON Triple Action Effervescent Tablet","Solid|Tablet|Effervescent","  0 ","  1 ","  1 ","SG (Sales Goods)","Folding box/Carton","24","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"87215229","BEPANTHEN BABY 5% OINT TUF100g + CARD EC","1600198","Dermatology","Cosmetic;Pharma","Active","Active","No","Ecuador [EC]","Ecuador","LATAM","Tube Flexible","100","Gram [G]","03/05/2020 08:59:18 PM CET","2020","YES","Dermatology","BEPANTHEN","1600198","BEPANTHEN 5 % Ointment","Semi-solid|Ointment","  28 ","  25 ","  25 ","SG (Sales Goods)","Tube Flexible","100","Gram [G]","IX","","NO","Semi-solid|Ointment","No"
"86946300","APRONAX 275MG TAFI 8 TRAY CO","1601122","Analgesics","Pharma","Active","Active","No","Colombia [CO]","Colombia","LATAM","Blister","8","Piece [PCE]","05/09/2019 11:22:01 PM CEST","2019","YES","Analgesics","APRONAX","1601122","APRONAX  275 mg Film-coated Tablet","Solid|Tablet|Film-coated","  192 ","  298 ","  294 ","SG (Sales Goods)","Blister","8","Piece [PCE]","VI","X","NO","Solid|Tablet|Film-coated","No"
"86946343","Aspirina TAEF 24 BLI CO","1600139","Analgesics","Pharma","Active","Active","No","Colombia [CO]","Colombia","LATAM","Blister","24","Piece [PCE]","05/10/2019 03:01:26 AM CEST","2019","YES","Analgesics","ASPIRIN PAIN","1600139","ASPIRIN PAIN 500 mg Effervescent Tablet","Solid|Tablet|Effervescent","  70 ","  107 ","  87 ","SG (Sales Goods)","Blister","24","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"86952858","Redoxon AOX TAEF TUBE 10 MX","1611555","Nutritionals","Food;Pharma","Active","Active","Yes","Mexico [MX]","Mexico","LATAM","Tube Rigid","10","Piece [PCE]","05/16/2019 10:21:29 AM CEST","2019","NO","Nutritionals","REDOXON","1611555","REDOXON Triple Action Effervescent Tablet","Solid|Tablet|Effervescent","  1,582 ","  1,170 ","  1,634 ","SG (Sales Goods)","Tube Rigid","10","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"87242390","Celestamine SOLU BT 60ml MX","1612185","Allergy","Pharma","Active","Active","Yes","Mexico [MX]","Mexico","LATAM","Bottle","60","Millilitre [ML]","03/19/2020 06:30:04 PM CET","2020","NO","Allergy","CLARITIN","1612185","CLARITIN Celestamin Solution","Liquid|Oral Solution","  604 ","  658 ","  354 ","SG (Sales Goods)","Bottle","60","Millilitre [ML]","IX","","NO","Liquid|Oral Solution","No"
"87081826","Aspirin TAEF BLI 2X12 Store CO","1600139","Analgesics","Pharma","Active","Active","No","Colombia [CO]","Colombia","LATAM","PROMO","2","Piece [PCE]","10/01/2019 07:54:25 PM CEST","2019","YES","Analgesics","ASPIRIN PAIN","1600139","ASPIRIN PAIN 500 mg Effervescent Tablet","Solid|Tablet|Effervescent","  24 ","  60 ","  30 ","SG (Sales Goods)","PROMO","2","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"87225178","Aspirina Forte 650mg TABL BLI 80 CL","1600097","Analgesics","Pharma","Active","Active","Yes","Chile [CL]","Chile","LATAM","Blister","80","Piece [PCE]","02/10/2020 03:00:55 PM CET","2020","NO","Analgesics","ASPIRIN PAIN","1600097","ASPIRIN PAIN 650 mg Plain Tablet","Solid|Tablet|Plain","  6 ","  12 ","  11 ","SG (Sales Goods)","Blister","80","Piece [PCE]","VIII","X","NO","Solid|Tablet|Plain","No"
"87412903","Bepanthen Baby5%OINT TUF 24x30g Super PE","1600198","Dermatology","Cosmetic;Pharma","Active","Active","No","Peru [PE]","Peru","LATAM","Tube Flexible","720","Gram [G]","05/30/2020 03:15:09 AM CEST","2020","YES","Dermatology","BEPANTHEN","1600198","BEPANTHEN 5 % Ointment","Semi-solid|Ointment","  1 ","  1 ","  1 ","SG (Sales Goods)","Tube Flexible","720","Gram [G]","IX","","NO","Semi-solid|Ointment","No"
"86922738","Supradyn TAFI BLI 60 AR","1600126","Nutritionals","Food;Pharma","Active","Active","No","Argentina [AR]","Argentina","LATAM","Blister","60","Piece [PCE]","04/15/2019 01:05:38 PM CEST","2019","NO","Nutritionals","SUPRADYN","1600126","SUPRADYN 1 RDA Film-coated Tablet","Solid|Tablet|Film-coated","  42 ","  40 ","  37 ","SG (Sales Goods)","Blister","60.0","Piece [PCE]","IX","","NO","Solid|Tablet|Film-coated","No"
"87385078","Canesten TripleAction 1%CREA TUF 15g CEA","1600202","Dermatology","Pharma","Active","Active","Yes","Costa Rica [CR];El Salvador [SV];Guatemala [GT];Honduras [HN];Panama [PA]","Centro / Caribe","LATAM","Tube Flexible","15","Gram [G]","05/11/2020 01:16:59 PM CEST","2020","NO","Dermatology","CANESTEN DERM","1600202","CANESTEN DERM 1 % Cream","Semi-solid|Cream","  290 ","  231 ","  204 ","SG (Sales Goods)","Tube Flexible","15","Gram [G]","IX","","NO","Semi-solid|Cream","No"
"86924218","Redoxon Triple Action TAFI BLI 30 BR","1611556","Nutritionals","Food;Pharma","Active","Active","Yes","Brazil [BR]","Brazil","LATAM","Blister","30","Piece [PCE]","04/16/2019 11:49:52 AM CEST","2019","NO","Nutritionals","REDOXON","1611556","REDOXON Triple Action Film-coated Tablet","Solid|Tablet|Film-coated","  134 ","  165 ","  179 ","SG (Sales Goods)","Blister","30","Piece [PCE]","IX","","NO","Solid|Tablet|Film-coated","No"
"87183955","BAYASPIRINA C CAL MD GRAN SACH 24 AR","1600095","Cough & Cold","Pharma","Active","Active","No","Argentina [AR]","Argentina","LATAM","Sachet","24","Piece [PCE]","01/29/2020 02:12:43 PM CET","2020","NO","Cough & Cold","ASPIRIN PLUS C","1600095","ASPIRIN PLUS C Caliente Plain Granule","Solid|Granule|Plain","  150 ","  150 ","  138 ","SG (Sales Goods)","Sachet","24","Piece [PCE]","IX","","NO","Solid|Granule|Plain","No"
"87183947","BAYASPIRINA C LI 240 GRAN SACH 24 AR","1600096","Cough & Cold","Pharma","Active","Active","No","Argentina [AR]","Argentina","LATAM","Sachet","24","Piece [PCE]","01/29/2020 02:36:55 PM CET","2020","NO","Cough & Cold","ASPIRIN PLUS C","1600096","ASPIRIN PLUS C 400 mg Effervescent Granule","Solid|Granule|Effervescent","  195 ","  250 ","  259 ","SG (Sales Goods)","Sachet","24","Piece [PCE]","IX","","NO","Solid|Granule|Effervescent","No"
"87233251","Canesten 1% SOLU BT 30ml BR","1600179","Dermatology","Pharma","Active","Active","Yes","Brazil [BR]","Brazil","LATAM","Bottle","30","Millilitre [ML]","01/31/2020 01:15:26 PM CET","2020","NO","Dermatology","CANESTEN DERM","1600179","CANESTEN DERM (Clotrimazole) 1 % Solution","Liquid|Cutaneous Solution","  26 ","  31 ","  33 ","SG (Sales Goods)","Bottle","30","Millilitre [ML]","VI","X","NO","Liquid|Cutaneous Solution","No"
"87191214","BAYASPIRINA 500mg TABL BLI 30 AR","1600005","Analgesics","Pharma","Active","Active","No","Argentina [AR]","Argentina","LATAM","Blister","30","Piece [PCE]","02/06/2020 03:39:37 PM CET","2020","NO","Analgesics","ASPIRIN PAIN","1600005","ASPIRIN PAIN 500 mg Plain Tablet","Solid|Tablet|Plain","  1,150 ","  1,550 ","  1,941 ","SG (Sales Goods)","Blister","30","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"87191273","ASPIRINA 0.5g TABL BLI 100 PY/BO","1600005","Analgesics","Pharma","Active","Active","No","Bolivia [BO];Paraguay [PY]","Other Conosur","LATAM","Blister","100","Piece [PCE]","02/06/2020 03:42:22 PM CET","2020","NO","Analgesics","ASPIRIN PAIN","1600005","ASPIRIN PAIN 500 mg Plain Tablet","Solid|Tablet|Plain","  119 ","  190 ","  180 ","SG (Sales Goods)","Blister","100","Piece [PCE]","VI","X","NO","Solid|Tablet|Plain","No"
"87191338","ASPIRINETAS TABL BLI 98 PY/BO","1600094","Cardio","Pharma","Active","Active","No","Bolivia [BO];Paraguay [PY]","Other Conosur","LATAM","Blister","98","Piece [PCE]","02/06/2020 04:41:36 PM CET","2020","NO","Cardio","ASPIRIN CARDIO","1600094","ASPIRIN CARDIO 100 mg Plain Tablet","Solid|Tablet|Plain","  162 ","  246 ","  206 ","SG (Sales Goods)","Blister","98","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"87191389","ASPIRINETAS 100mg TABL BLI 28 AR","1600094","Cardio","Pharma","Active","Active","No","Argentina [AR]","Argentina","LATAM","Blister","28","Tablet Count [CNT]","02/06/2020 04:46:12 PM CET","2020","NO","Cardio","ASPIRIN CARDIO","1600094","ASPIRIN CARDIO 100 mg Plain Tablet","Solid|Tablet|Plain","  1,500 ","  2,300 ","  2,378 ","SG (Sales Goods)","Blister","28","Tablet Count [CNT]","IX","","NO","Solid|Tablet|Plain","No"
"87191397","ASPIRINETAS 100mg TABL BLI 98 AR","1600094","Cardio","Pharma","Active","Active","No","Argentina [AR]","Argentina","LATAM","Blister","98","Piece [PCE]","02/06/2020 04:47:22 PM CET","2020","NO","Cardio","ASPIRIN CARDIO","1600094","ASPIRIN CARDIO 100 mg Plain Tablet","Solid|Tablet|Plain","  1,400 ","  2,400 ","  2,492 ","SG (Sales Goods)","Blister","98","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"87187683","ASPIRINA FORTE 650mg TABL BLI 80 PY","1600097","Analgesics","Pharma","Active","Active","No","Paraguay [PY]","Other Conosur","LATAM","Blister","80","Piece [PCE]","02/06/2020 04:57:00 PM CET","2020","NO","Analgesics","ASPIRIN PAIN","1600097","ASPIRIN PAIN 650 mg Plain Tablet","Solid|Tablet|Plain","  79 ","  102 ","  106 ","SG (Sales Goods)","Blister","80","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"87191400","CAFIASPIRINA TABL BLI 30 AR","1600099","Analgesics","Pharma","Active","Active","No","Argentina [AR]","Argentina","LATAM","Blister","30","Piece [PCE]","02/06/2020 04:58:59 PM CET","2020","NO","Analgesics","ASPIRIN PAIN","1600099","ASPIRIN PAIN (Cafiaspirina) Plain Tablet","Solid|Tablet|Plain","  1,100 ","  1,350 ","  1,512 ","SG (Sales Goods)","Blister","30","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"87225119","Aspirina 0.5g TABL BLI 40 CL","1600005","Analgesics","Pharma","Active","Active","Yes","Chile [CL]","Chile","LATAM","Blister","40","Piece [PCE]","02/10/2020 02:51:38 PM CET","2020","NO","Analgesics","ASPIRIN PAIN","1600005","ASPIRIN PAIN 500 mg Plain Tablet","Solid|Tablet|Plain","  160 ","  179 ","  198 ","SG (Sales Goods)","Blister","40","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"87225194","Cafiaspirina TABL BLI 100 CL","1600099","Analgesics","Pharma","Active","Active","Yes","Chile [CL]","Chile","LATAM","Blister","100","Piece [PCE]","02/10/2020 03:08:31 PM CET","2020","NO","Analgesics","ASPIRIN PAIN","1600099","ASPIRIN PAIN (Cafiaspirina) Plain Tablet","Solid|Tablet|Plain","  19 ","  18 ","  13 ","SG (Sales Goods)","Blister","100","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"87195775","ALKA SELTZER TAEF BLI 8 (M.L.) CO","1600001","Digestive Health","Pharma","Active","Active","No","Colombia [CO]","Colombia","LATAM","Blister","8","Tablet Count [CNT]","02/14/2020 06:36:00 AM CET","2020","YES","Digestive Health","ALKA-SELTZER","1600001","ALKA SELTZER Effervescent Tablet","Solid|Tablet|Effervescent","  66 ","  58 ","  69 ","SG (Sales Goods)","Blister","8","Tablet Count [CNT]","VI","X","NO","Solid|Tablet|Effervescent","No"
"87239144","Apronax 275mg LG CAPS BLI 4 CO","1611106","Analgesics","Pharma","Active","Active","No","Colombia [CO]","Colombia","LATAM","Blister","4","Piece [PCE]","04/02/2020 09:27:09 AM CEST","2020","NO","Analgesics","APRONAX","1611106","APRONAX 275 mg Soft Gelatine Capsules ","Solid|Capsule|Soft Gelatine Capsules","  26 ","  116 ","  36 ","SG (Sales Goods)","Blister","4","Piece [PCE]","VII","X","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"87253600","Afrin Nasal Child 0.025% SOLU SPH15ml EC","1611939","Cough & Cold","Pharma","Active","Active","Yes","Ecuador [EC]","Ecuador","LATAM","Bottle","15","Millilitre [ML]","04/15/2020 09:03:54 PM CEST","2020","NO","Cough & Cold","AFRIN","1611939","AFRIN Paediatric Decongestant 0.025% Nasal Spray","Liquid|Nasal spray, solution","  84 ","  133 ","  86 ","SG (Sales Goods)","Bottle","15","Millilitre [ML]","VI","X","NO","Liquid|Nasal spray, solution","No"
"87186962","Mexsana Antibacterial SPRA SPH 180ml CO","1613916","Dermatology","Cosmetic","Active","Active","No","Colombia [CO]","Colombia","LATAM","Spray Head","180","Millilitre [ML]","01/27/2020 07:19:14 PM CET","2020","NO","Dermatology","MEXSANA","1613916","MEXSANA Foot Spray Lady","Liquid|Cutaneous spray, solution","  77 ","  70 ","  71 ","SG (Sales Goods)","Spray Head","180","Millilitre [ML]","I","X","NO","Liquid|Cutaneous spray, solution","No"
"87186970","Mexsana Lady SPRA SPH 180ml CO","1613917","Dermatology","Cosmetic","Active","Active","No","Colombia [CO]","Colombia","LATAM","Spray Head","180","Millilitre [ML]","01/27/2020 07:31:13 PM CET","2020","NO","Dermatology","MEXSANA","1613917","MEXSANA Foot Spray Classico","Liquid|Cutaneous spray, solution","  32 ","  49 ","  35 ","SG (Sales Goods)","Spray Head","180","Millilitre [ML]","VII","X","NO","Liquid|Cutaneous spray, solution","No"
"87183904","BAYASPIRINA C LI 240 GRAN SACH 12 AR","1600096","Cough & Cold","Pharma","Active","Active","No","Argentina [AR]","Argentina","LATAM","Sachet","12","Piece [PCE]","01/29/2020 02:30:14 PM CET","2020","NO","Cough & Cold","ASPIRIN PLUS C","1600096","ASPIRIN PLUS C 400 mg Effervescent Granule","Solid|Granule|Effervescent","  130 ","  120 ","  144 ","SG (Sales Goods)","Sachet","12","Piece [PCE]","VI","X","NO","Solid|Granule|Effervescent","No"
"87253503","Alka-Seltzer 750mg TSCH BT 36 CEA","1611384","Digestive Health","Monograph","Active","Active","Yes","Costa Rica [CR];Dom. Rep.[DO];El Salvador [SV];Guatemala [GT];Honduras [HN];Nicaragua [NI];Panama [PA]","Centro / Caribe","LATAM","Bottle","36","Piece [PCE]","03/19/2020 05:21:52 PM CET","2020","NO","Digestive Health","ALKA-SELTZER","1611384","ALKA-SELTZER Heartburn ReliefChews 750 mg Soft Chew sugar coated (Lemon crème)","Solid|Confectionery|Soft Chew Sugar Coated","  109 ","  98 ","  107 ","SG (Sales Goods)","Bottle","36","Piece [PCE]","IX","","NO","Solid|Confectionery|Soft Chew Sugar Coated","No"
"87253503","Alka-Seltzer 750mg TSCH BT 36 CEA","1611383","Digestive Health","Monograph","Active","Active","Yes","Costa Rica [CR];Dom. Rep.[DO];El Salvador [SV];Guatemala [GT];Honduras [HN];Nicaragua [NI];Panama [PA]","Centro / Caribe","LATAM","Bottle","36","Piece [PCE]","03/19/2020 05:21:52 PM CET","2020","NO","Digestive Health","ALKA-SELTZER","1611384","ALKA-SELTZER Heartburn ReliefChews 750 mg Soft Chew sugar coated (Lemon crème)","Solid|Confectionery|Soft Chew Sugar Coated","  109 ","  98 ","  107 ","SG (Sales Goods)","Bottle","36","Piece [PCE]","IX","","NO","Solid|Confectionery|Soft Chew Sugar Coated","No"
"87253503","Alka-Seltzer 750mg TSCH BT 36 CEA","1611385","Digestive Health","Monograph","Active","Active","Yes","Costa Rica [CR];Dom. Rep.[DO];El Salvador [SV];Guatemala [GT];Honduras [HN];Nicaragua [NI];Panama [PA]","Centro / Caribe","LATAM","Bottle","36","Piece [PCE]","03/19/2020 05:21:52 PM CET","2020","NO","Digestive Health","ALKA-SELTZER","1611384","ALKA-SELTZER Heartburn ReliefChews 750 mg Soft Chew sugar coated (Lemon crème)","Solid|Confectionery|Soft Chew Sugar Coated","  109 ","  98 ","  107 ","SG (Sales Goods)","Bottle","36","Piece [PCE]","IX","","NO","Solid|Confectionery|Soft Chew Sugar Coated","No"
"87233278","Canesten Spray 1% SOLU PUB 30ml BR","1600179","Dermatology","Pharma","Active","Active","Yes","Brazil [BR]","Brazil","LATAM","Pump spray/Vaporizer bottle","30","Millilitre [ML]","01/31/2020 03:42:20 PM CET","2020","NO","Dermatology","CANESTEN DERM","1600179","CANESTEN DERM (Clotrimazole) 1 % Solution","Liquid|Cutaneous Solution","  54 ","  56 ","  61 ","SG (Sales Goods)","Pump spray/Vaporizer bottle","30","Millilitre [ML]","IX","","NO","Liquid|Cutaneous Solution","No"
"87912523","Clarityne-D NF Tablets BLI 10 EC","1614247","Allergy","Pharma","Active","Active","Yes","Ecuador [EC]","Ecuador","LATAM","Blister","10","Piece [PCE]","08/12/2019 10:39:39 PM CEST","2019","NO","Allergy","CLARITIN-D","1614247","CLARITIN-D Modified-release tablets","Solid|Tablet|Modified-release","  116 ","0","0","SG (Sales Goods)","Blister","10","Piece [PCE]","IX","","NO","Solid|Tablet|Modified-release","No"
"86959623","Cafiaspirin Forte TABL BLI 36 CO","1600007","Analgesics","Pharma","Active","Active","Yes","Colombia [CO]","Colombia","LATAM","Blister","36","Piece [PCE]","05/23/2019 02:53:56 PM CEST","2019","NO","Analgesics","ASPIRIN PAIN","1600007","ASPIRIN PAIN CafiAspirina 650/65 Plain Tablet","Solid|Tablet|Plain","  36 ","  28 ","  24 ","SG (Sales Goods)","Blister","36","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"86959631","Cafiaspirin Forte TABL BLI 12 CO","1600007","Analgesics","Pharma","Active","Active","Yes","Colombia [CO]","Colombia","LATAM","Blister","12","Piece [PCE]","05/23/2019 03:13:32 PM CEST","2019","NO","Analgesics","ASPIRIN PAIN","1600007","ASPIRIN PAIN CafiAspirina 650/65 Plain Tablet","Solid|Tablet|Plain","  115 ","  152 ","  141 ","SG (Sales Goods)","Blister","12.0","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"86966514","Aspirina Ultra Tab 500mg SACH 8 CO","1610255","Analgesics","Monograph;Pharma","Active","Active","No","Colombia [CO]","Colombia","LATAM","Strip pack","8","Piece [PCE]","05/31/2019 03:26:53 AM CEST","2019","YES","Analgesics","ASPIRIN PAIN","1610255","ASPIRIN PAIN Tarot 500 mg Coated tablet","Solid|Tablet|Coated","  200 ","  380 ","  347 ","SG (Sales Goods)","Strip pack","8","Piece [PCE]","I","X","NO","Solid|Tablet|Coated","No"
"87042146","Supradyn Forte Orange TAEF TUBE 30 AR","1600125","Nutritionals","Pharma","Active","Active","No","Argentina [AR]","Argentina","LATAM","Tube Rigid","30","Piece [PCE]","08/16/2019 04:07:47 PM CEST","2019","NO","Nutritionals","SUPRADYN","1600125","SUPRADYN 3 RDA Effervescent Tablet","Solid|Tablet|Effervescent","  350 ","  620 ","  492 ","SG (Sales Goods)","Tube Rigid","30","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"87045145","AlkaSeltzer TAEF BLI Pay16 Take20 CO","1600001","Digestive Health","Pharma","Active","Active","No","Colombia [CO]","Colombia","LATAM","Blister","20","Piece [PCE]","08/20/2019 09:18:57 PM CEST","2019","YES","Digestive Health","ALKA-SELTZER","1600001","ALKA SELTZER Effervescent Tablet","Solid|Tablet|Effervescent","  215 ","  175 ","  177 ","SG (Sales Goods)","Blister","20","Piece [PCE]","VI","X","NO","Solid|Tablet|Effervescent","No"
"87045153","AlkaSeltzer TAEF BLI Pay64 Take74 CO","1600001","Digestive Health","Pharma","Active","Active","No","Colombia [CO]","Colombia","LATAM","Blister","74","Piece [PCE]","08/20/2019 11:55:26 PM CEST","2019","YES","Digestive Health","ALKA-SELTZER","1600001","ALKA SELTZER Effervescent Tablet","Solid|Tablet|Effervescent","  127 ","  83 ","  111 ","SG (Sales Goods)","Blister","74","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"87045161","Aspirin TAEF BLI Pay 52 Take 62 CO","1600139","Analgesics","Pharma","Active","Active","No","Colombia [CO]","Colombia","LATAM","Blister","62","Piece [PCE]","08/21/2019 12:12:11 AM CEST","2019","YES","Analgesics","ASPIRIN PAIN","1600139","ASPIRIN PAIN 500 mg Effervescent Tablet","Solid|Tablet|Effervescent","  87 ","  91 ","  106 ","SG (Sales Goods)","Blister","62","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"87045218","AlkaS TAEF 60+14+Aspirin TAEF 50+12 CO","1600001","Digestive Health","Pharma","Active","Phase-Out","No","Colombia [CO]","Colombia","LATAM","PROMO","136","Piece [PCE]","08/21/2019 12:33:26 AM CEST","2019","YES","Digestive Health","ALKA-SELTZER","1600001","ALKA SELTZER Effervescent Tablet","Solid|Tablet|Effervescent","  33 ","  25 ","  26 ","SG (Sales Goods)","PROMO","136","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"87045218","AlkaS TAEF 60+14+Aspirin TAEF 50+12 CO","1600139","Analgesics","Pharma","Active","Phase-Out","No","Colombia [CO]","Colombia","LATAM","PROMO","136","Piece [PCE]","08/21/2019 12:33:26 AM CEST","2019","YES","Digestive Health","ALKA-SELTZER","1600001","ALKA SELTZER Effervescent Tablet","Solid|Tablet|Effervescent","  33 ","  25 ","  26 ","SG (Sales Goods)","PROMO","136","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"87081818","Alka-Seltzer TAEF BLI 2X14 Store CO","1600001","Digestive Health","Pharma","Active","Active","No","Colombia [CO]","Colombia","LATAM","PROMO","2","Piece [PCE]","10/01/2019 06:28:05 PM CEST","2019","YES","Digestive Health","ALKA-SELTZER","1600001","ALKA SELTZER Effervescent Tablet","Solid|Tablet|Effervescent","  0 ","  71 ","  37 ","SG (Sales Goods)","PROMO","2","Piece [PCE]","","","NO","Solid|Tablet|Effervescent","No"
"87040933","Supradyn FTE TAEF TUBE 10 AR","1600125","Nutritionals","Pharma","Active","Active","Yes","Argentina [AR]","Argentina","LATAM","Tube Rigid","10","Piece [PCE]","07/16/2019 07:05:25 PM CEST","2019","NO","Nutritionals","SUPRADYN","1600125","SUPRADYN 3 RDA Effervescent Tablet","Solid|Tablet|Effervescent","  70 ","  110 ","  113 ","SG (Sales Goods)","Tube Rigid","10","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"87013502","Canesoral 150mg CAPH BLI 1 CEA","1611252","Dermatology","Pharma","Active","Active","No","Curaçao [CW];Trinidad and Tobago [TT];Aruba [AW];Guyana [GY];Jamaica [JM];Costa Rica [CR];Dom. Rep.[DO];El Salvador [SV];Guatemala [GT];Honduras [HN];Nicaragua [NI];Panama [PA]","Centro / Caribe","LATAM","Blister","1","Piece [PCE]","07/17/2019 06:54:09 PM CEST","2019","NO","Dermatology","CANESTEN GYNE","1611252","CANESTEN GYNE CanesOral 150 mg Hard Gelatine Capsules","Solid|Capsule|Hard Gelatine Capsules","  78 ","  86 ","  82 ","SG (Sales Goods)","Blister","1","Piece [PCE]","IX","","NO","Solid|Capsule|Hard Gelatine Capsules","No"
"87051374","Alka-Seltzer TAEF BLI 14 Sec.Label CO","1600001","Digestive Health","Pharma","Active","Active","No","Colombia [CO]","Colombia","LATAM","Blister","14","Piece [PCE]","08/28/2019 12:29:43 AM CEST","2019","YES","Digestive Health","ALKA-SELTZER","1600001","ALKA SELTZER Effervescent Tablet","Solid|Tablet|Effervescent","  333 ","  78 ","  369 ","SG (Sales Goods)","Blister","14","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"86978717","Aspirina 500mg TABL BLI 20 MX","1600005","Analgesics","Pharma","Active","Active","No","Mexico [MX]","Mexico","LATAM","Blister","20","Piece [PCE]","06/18/2019 10:13:56 AM CEST","2019","NO","Analgesics","ASPIRIN PAIN","1600005","ASPIRIN PAIN 500 mg Plain Tablet","Solid|Tablet|Plain","  1,255 ","  594 ","  680 ","SG (Sales Goods)","Blister","20.0","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"87057720","Alka-Seltzer TAEF BLI 14 Store CO","1600001","Digestive Health","Pharma","Active","Active","No","Colombia [CO]","Colombia","LATAM","Blister","14","Piece [PCE]","09/04/2019 02:06:51 AM CEST","2019","YES","Digestive Health","ALKA-SELTZER","1600001","ALKA SELTZER Effervescent Tablet","Solid|Tablet|Effervescent","  10 ","  56 ","  52 ","SG (Sales Goods)","Blister","14","Piece [PCE]","V","X","NO","Solid|Tablet|Effervescent","No"
